latitude,longitude
48.929565000000004,2.359244
48.851541999999995,2.475907
42.699996999999996,9.447317
45.764043,4.835659
41.387174,9.159269
41.559236,9.321795
42.492576,9.439183
42.016853999999995,9.403982000000001
42.121235999999996,8.758887
42.121235999999996,8.758887
45.578041,4.812652
41.556824,8.916642999999999
41.930607,8.742907
49.00363,2.516978
42.36999,9.501176
42.681846,9.303704
46.037763,2.062783
48.856644,2.34233
48.856644,2.34233
43.604652,1.444209
44.016079,1.35295
43.604652,1.444209
48.856642,2.34233
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
45.771861,4.890308
43.604652,1.444209
41.441103000000005,9.222617
41.918890999999995,8.737554
41.919222,8.738628
42.699995,9.447317
42.260458,9.54235
42.631555999999996,9.358021
41.918890999999995,8.737554
41.918890999999995,8.737554
48.997347,2.378493
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
41.918890999999995,8.737554
43.309042,-1.244343
43.439252,-1.4870219999999998
43.329547999999996,6.045029
41.59137,9.278312
43.340882,-1.448772
43.537163,6.464755
48.883709,2.238342
43.356336999999996,-1.550558
43.209261,2.3438380000000003
41.919222999999995,8.738629
43.392697999999996,-1.25377
48.856642,2.34233
43.330475,-1.4069040000000002
48.856642,2.34233
41.919224,8.73863
42.699995,9.447317
42.116939,8.702529
45.746887,4.844915
45.771944,4.890171
46.266052,-0.011459
43.529872999999995,5.447689
43.799853999999996,1.606223
43.799853999999996,1.606223
48.856642,2.34233
42.699995,9.447317
48.364325,-3.746399
48.280398,-2.8409709999999997
41.388039,9.159236
42.136309000000004,8.595773
43.719923,6.979338
42.309765999999996,9.149094
47.352401,0.663611
47.322047,5.04148
48.856642,2.34233
48.789746,2.287296
43.019169,3.04942
48.815309,2.3164919999999998
47.969057,0.203153
45.989461,4.72444
45.692341,5.908998
43.949268,2.211335
49.062076,2.699313
48.856642,2.34233
47.792551,1.065343
49.376636,3.3234199999999996
42.017022999999995,9.404009
46.580224,0.340375
43.697264000000004,7.270508
50.420096,2.94722
48.792494,2.359854
43.386784000000006,-1.675448
42.485952000000005,2.7488259999999998
45.641734,5.124706
43.475773,5.1673089999999995
43.475773,5.1673089999999995
50.290575,2.7767060000000003
43.642996999999994,0.587621
43.317192999999996,5.390103
48.929564,2.359244
48.856642,2.34233
48.929564,2.359244
48.856642,2.34233
48.856642,2.34233
48.856642,2.34233
48.856642,2.34233
48.929564,2.359244
43.317192999999996,5.390103
42.600359999999995,2.97071
42.016837,9.403981
41.919182,8.738397
44.933479999999996,4.89236
48.856642,2.34233
48.405407000000004,2.701303
48.377975,2.7951740000000003
43.317192999999996,5.390103
41.673761,8.901617
41.674685,8.901914
48.585075,7.734752
41.919229,8.738635
43.758824,2.0919689999999997
48.969002,1.684609
48.856642,2.34233
43.287706,2.9689400000000004
43.693611,7.255833
43.358381,3.1198360000000003
49.382753,1.106722
43.461574,1.33071
48.573405,7.752111
43.604935,1.448895
48.856642,2.34233
50.971413,1.902552
47.231635,-1.54831
48.856642,2.34233
43.625896000000004,1.467584
48.836582,2.2391400000000004
49.045987,3.4026199999999998
45.441025,4.3845529999999995
48.856642,2.34233
43.17857,3.000771
48.856642,2.34233
48.728162,2.364398
45.182352,5.7212309999999995
45.182352,5.7212309999999995
48.796285,2.421194
42.699995,9.447317
48.856642,2.34233
42.307654,9.150495
48.856642,2.34233
42.306327,9.150712
42.631102,9.438257
42.657985,9.414214999999999
43.308184000000004,-1.24526
45.182352,5.7212309999999995
48.856642,2.34233
44.728790000000004,5.024278
44.691275,5.091283
48.856642,2.34233
48.783605,2.454183
44.642195,4.481607
43.317192999999996,5.390103
48.856642,2.34233
48.895072,2.286883
43.62218,1.4313200000000001
47.3125,5.070833
48.856642,2.34233
46.781571,4.850999
46.7806,4.8528
45.8353,1.2625
45.182352,5.7212309999999995
47.312907,5.0660680000000005
47.311731,5.061474
47.311731,5.061474
48.856642,2.34233
43.317192999999996,5.390103
48.856642,2.34233
45.214046999999994,5.79478
48.783605,2.454183
48.783605,2.454183
43.209261,2.3438380000000003
43.209261,2.3438380000000003
43.205328,2.459809
48.856642,2.34233
45.090579999999996,5.682676
48.856642,2.34233
48.462391,1.770154
48.856642,2.34233
43.109219,5.859275
47.904454,1.9056380000000002
45.99778,5.702904
48.582586,7.748939999999999
